Name;Name Short;Type;Type2;Pool;Pool2;Tier;Attack;Health;Text;Attack Golden;Health Golden;Text Golden;Token;Battlecry;Deathrattle;Taunt;Divine Shield;Windfury;Venomous;Reborn;Avenge;Magnetic;Spellcraft;Blizzard ID;Summon ID;Picture Link;Artist;Flavor;Active;Duos only
Savannah Highmane;Highmane;Beast;;Beast;;4;6;5;Deathrattle: Summon two 2/2 Hyenas.;12;10;Deathrattle: Summon two 4/4 Hyenas.;;;1;;;;;;;;;EX1_534;EX1_534t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/EX1_534.png;Milivoj Ceran;In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.;;
Selfless Sightseer;Sightseer;Dragon;;Dragon;;4;5;2;Battlecry: Increase your team's maximum Gold by (1).;10;4;Battlecry: Increase your team's maximum Gold by (2).;;1;;;;;;;;;;BGDUO31_205;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_205.png;;;1;1
Shellemental;Shelly;Elemental;Naga;Elemental;Naga;4;4;4;Spellcraft: Choose a minion in the Tavern. Give its stats to a random friendly minion until next turn.;8;8;Spellcraft: Choose a minion in the Tavern. Give double its stats to a random friendly minion until next turn.;;;;;;;;;;;1;BG29_879;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_879.png;;;1;
Shifty Snake;Snake;Beast;;Beast;;4;6;1;Deathrattle: Your teammate gets a random Deathrattle minion.;12;2;Deathrattle: Your teammate gets 2 random Deathrattle minions.;;;1;;;;;;;;;BGDUO31_203;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_203.png;;;1;1
Silent Swimmer;Swimmer;Naga;;Naga;;4;5;3;Spellcraft: Give a minion +3/+5 and Stealth until next turn.;10;6;Spellcraft: Give a minion +6/+10 and Stealth until next turn.;;;;;;;;;;;1;BG26_171;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_171.png;;;;
Sin'dorei Straight Shot;Sin'dorei;;;All;;4;3;4;Windfury. Divine Shield. Whenever this attacks, remove Reborn and Taunt from the target.;6;8;Windfury. Divine Shield. Whenever this attacks, remove Reborn and Taunt from the target.;;;;;1;1;;;;;;BG25_016;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_016.png;;;1;
Slippery Slider;Slider;Naga;;Naga;;4;5;5;Spellcraft: Refresh the Tavern with an extra Tavern spell that cost (1) less.;10;10;Spellcraft: Refresh the Tavern with two extra Tavern spells that cost (1) less.;;;;;;;;;;;1;BG30_929;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_929.png;;;1;
Snarling Conductor;Conductor;Quilboar;;Quilboar;;4;4;5;At the start of your turn, discard a spell to gain 4 Gold.;8;10;At the start of your turn, discard a spell to gain 8 Gold.;;;;;;;;;;;;BG28_585;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_585.png;;;;
Soft-hearted Siren;Siren;Naga;;Naga;;4;3;10;Whenever this takes damage, get a random Spellcraft spell. (3 times per combat.);6;20;Whenever this takes damage, get two random Spellcraft spells. (3 times per combat.);;;;;;;;;;;;BG26_590;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_590.png;;;;
Soulsplitter;Splitter;Undead;;Undead;;4;4;2;Reborn Start of Combat: Give a friendly Undead Reborn.;8;4;Reborn Start of Combat: Give 2 friendly Undead Reborn.;;;;;;;;1;;;;BG25_023;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_023.png;;;;
Steadfast Spirit;Spirit;Undead;;Undead;;4;3;1;Reborn. Deathrattle: Give your minions +1/+1.;6;2;Reborn. Deathrattle: Give your minions +2/+2.;;;1;;;;;1;;;;BG28_306;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_306.png;;;;
Strongshell Scavenger;Strongshell;;;All;;4;2;3;Battlecry: Give your Taunt minions +2/+2.;4;6;Battlecry: Give your Taunt minions +4/+4.;;1;;;;;;;;;;ICC_807;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/ICC_807.png;James Ryman;It isn't "grave robbing" when there's no grave. It's just scavenging…;;
Tavern Tempest;Tempest;Elemental;;Elemental;;4;2;2;Battlecry: Get a random Elemental.;4;4;Battlecry: Get 2 random Elementals.;;1;;;;;;;;;;BGS_123;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_123.png;;;;
Thundering Abomination;Thundering;Undead;;Undead;;4;2;6;Whenever you summon a minion in combat, give it +3/+3. If there's no space, gain +3/+3 permanently.;4;12;Whenever you summon a minion in combat, give it +6/+6. If there's no space, gain +6/+6 permanently.;;;;;;;;;;;;BG30_124;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_124.png;;;1;
Tortollan Blue Shell;Torto;;;All;;4;3;6;If you lost your last combat, this minion sells for 5 Gold.;6;12;If you lost your last combat, this minion sells for 10 Gold.;;;;;;;;;;;;BG24_018;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_018.png;;;1;
Treasure-Seeker Elise;Elise;;;All;;4;5;5;After you Refresh 5 times, find the Golden Monkey! (5 left) ;10;10;After you Refresh 5 times, find two Golden Monkeys! (5 left) ;;;;;;;;;;;;BG23_353;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_353.png;;;1;
Trembling Trolley;Trolley;Mech;;Mech;;4;0;10;Avenge (4): Get a random Tavern spell.;0;20;Avenge (4): Get 2 random Tavern spells.;;;;;;;;;1;;;BG28_967;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_967.png;;;;
Trigore the Lasher;Trigore;Beast;;Beast;;4;9;3;Whenever another friendly Beast takes damage, gain +2 Health permanently.;18;6;Whenever another friendly Beast takes damage, gain +4 Health permanently.;;;;;;;;;;;;BG29_807;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_807.png;;;;
Tunnel Blaster;Blaster;;;All;;4;3;7;Taunt. Deathrattle: Deal 3 damage to all minions.;6;14;Taunt. Deathrattle: Deal 3 damage to all minions twice.;;;;1;;;;;;;;BG_DAL_775;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_DAL_775.png;Ivan Fomin;And you always thought they wore the candles just for fun.;1;
Turquoise Skitterer;Skitterer;Beast;;Beast;;4;2;4;Deathrattle: Your Beetles have +1/+2 this game. Summon a 2/2 Beetle.;4;8;Deathrattle: Your Beetles have +2/+4 this game. Summon two 2/2 Beetles.;;;1;;;;;;;;;BG31_809;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_809.png;;;1;
Upbeat Upstart;Upstart;Elemental;;Elemental;;4;4;4;Taunt. At the end of every 2 turns, set this minion's Health to the highest in your warband. (2 turns left!);8;8;Taunt. At the end of every 2 turns, set this minion's Health to the highest in your warband. (2 turns left!);;;;1;;;;;;;;BG26_120;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_120.png;;;;
Utility Drone;Drone;Mech;;Mech;;4;4;4;At the end of your turn, give your minions +2/+1 for each Magnetization they have.;8;8;At the end of your turn, give your minions +4/+2 for each Magnetization they have.;;;;;;;;;;;;BG26_152;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_152.png;;;;
Vigilant Stoneborn;Stoneborn;;;All;;4;2;6;Battlecry: Give a minion +6 Health and Taunt.;4;12;Battlecry: Give a minion +12 Health and Taunt.;;1;;;;;;;;;;BG24_023;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_023.png;;;;
Wandering Wight;Wight;Undead;;Undead;;4;6;5;After you summon a minion in combat, give it Health equal to its Attack.;12;10;After you summon a minion in combat, give it Health equal to double its Attack.;;;;;;;;;;;;BG31_126;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_126.png;;;1;
Wannabe Gargoyle;Gargoyle;Dragon;;Dragon;;4;9;1;Reborn. This is Reborn with full Attack.;18;2;Reborn. This is Reborn with full Attack and Health.;;;;;;;;1;;;;BG30_109;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_109.png;;;;
Wargear;Wargear;Mech;;Mech;;4;6;5;Magnetic;12;10;Magnetic;;;;;;;;;;1;;BG_BOT_563;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_BOT_563.png;Dave Allsop;WAR! GEAR! What is it good for?;;
Waverider;Rider;Naga;;Naga;;4;2;8;Spellcraft: Give a minion +2/+2 and Windfury until next turn.;4;16;Spellcraft: Give a minion +4/+4 and Windfury until next turn.;;;;;;;;;;;1;BG23_007;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_007.png;;;;
Wayward Grimscale;Grimscale;Murloc;;Murloc;;4;1;5;Whenever this is attacked, gain Venomous.;2;10;Whenever this is attacked, gain Venomous.;;;;;;;;;;;;BG28_406;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_406.png;;;;
Windfall Tornado;Tornado;Elemental;;Elemental;;4;4;4;When you sell this, Discover an Elemental and give it this minion's stats.;8;8;When you sell this, Discover two Elementals and give them this minion's stats.;;;;;;;;;;;;BG31_817;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_817.png;;;1;
Winged Chimera;Chimera;All;;All;;4;1;6;Whenever this takes damage, give a friendly minion of each type +1/+1 permanently (Twice per combat).;2;12;Whenever this takes damage, give a friendly minion of each type +2/+2 permanently (Twice per combat).;;;;;;;;;;;;BG29_844;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_844.png;;;1;
Witchwing Nestmatron;Matron;;;All;;4;3;5;Avenge (3): Add a random Battlecry minion to your hand.;6;10;Avenge (3): Add 2 random Battlecry minions to your hand.;;;;;;;;;1;;;BG21_038;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_038.png;;;;
Adaptable Barricade;Barricade;Mech;;Mech;;5;18;1;Taunt. Whenever this is attacked, it shifts its stats to survive with 1 Health (if possible).;36;2;Taunt. Whenever this is attacked, it shifts its stats to survive with 1 Health (if possible).;;;;1;;;;;;;;BG27_022;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_022.png;;;;
Agamaggan, the Great Boar;Pumba;Beast;;Quilboar;;5;6;6;Your Blood Gems give an extra +1/+1.;12;12;Your Blood Gems give an extra +2/+2.;;;;;;;;;;;;BG20_205;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_205.png;;;;
Annoy-o-Troupe;Troupe;Mech;;Mech;;5;3;6;Taunt, Divine Shield Deathrattle: Summon three 1/2 Mechs with Taunt and Divine Shield.;6;12;Taunt, Divine Shield Deathrattle: Summon three 2/4 Mechs with Taunt and Divine Shield.;;;1;1;1;;;;;;;BG26_ETC_321;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_ETC_321.png;Matt Dixon;Some classes get Void Lords, other classes get Annoyed Lords.;;
Archimonde;Archi;Demon;;Demon;;5;5;5;After your hero takes damage, rewind it and reduce the Cost of your next Tavern spell by (1).;10;10;After your hero takes damage, rewind it and reduce the Cost of your next Tavern spell by (2).;;;;;;;;;;;;BG31_873;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_873.png;;;1;
Augmented Laborer;Laborer;Mech;Demon;Mech;Demon;5;3;8;Avenge (4): Get a random Mecha-Demon.;6;16;Avenge (4): Get 2 random Mecha-Demons.;;;;;;;;;1;;;BG28_740;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_740.png;;;;
Baby Krush;Krush;Beast;;Beast;;5;6;6;Whenever this attacks, summon a 8/8 Devilsaur to attack the target first.;12;12;Whenever this attacks, summon an 16/16 Devilsaur to attack the target first.;;;;;;;;;;;;BG22_001;BG22_001t2;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG22_001.png;;;;
Banana Slamma;Slamma;Beast;;Beast;;5;3;6;After you summon a Beast in combat, double its stats.;6;12;After you summon a Beast in combat, triple its stats.;;;;;;;;;;;;BG26_802;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_802.png;BOSi Studio;;;
Baron Rivendare;Baron;;;All;;5;1;7;Your minions trigger their Deathrattles twice.;2;14;Your minions trigger their Deathrattles three times.;;;;;;;;;;;;FP1_031;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/FP1_031.png;Ralph Horsley;There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.;;
Barrens Conjurer;BConjurer;;;All;;5;6;2;Deathrattle: Get a random Battlecry minion.;12;4;Deathrattle: Get 2 random Battlecry minions.;;;1;;;;;;;;;BG29_862;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_862.png;;;;
Bonemare;Bonemare;Undead;Beast;Undead;Beast;5;5;5;Battlecry: Give a friendly minion +4/+4 and Taunt.;10;10;Battlecry: Give a friendly minion +8/+8 and Taunt.;;1;;;;;;;;;;BG26_ICC_705;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_ICC_705.png;Ralph Horsley;Attacks her job with unbridled enthusiasm.;;
Bongo Bopper;Bopper;Quilboar;;Quilboar;;5;4;3;At the end of your turn, get 2 Blood Gems and play 2 more on this.;8;6;At the end of your turn, get 4 Blood Gems and play 4 more on this.;;;;;;;;;;;;BG26_531;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_531.png;;;1;
Brann Bronzebeard;Brann;;;All;;5;2;4;Your Battlecries trigger twice.;4;8;Your Battlecries trigger three times.;;;;;;;;;;;;LOE_077;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/LOE_077.png;Sam Nielson;Contains 75% more fiber than his brother Magni!;1;
Bristleback Knight;Knight;Quilboar;;Quilboar;;5;6;9;Windfury. Divine Shield. The first time this survives damage, gain Divine Shield.;12;18;Windfury. Divine Shield. The first two times this survives damage, gain Divine Shield.;;;;;1;1;;;;;;BG20_204;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_204.png;;;1;
Cap'n Hoggarr;Hoggarr;Pirate;;Pirate;;5;6;6;Whenever you buy a Pirate, gain 1 Gold this turn only.;12;12;Whenever you buy a Pirate, gain 2 Gold this turn only.;;;;;;;;;;;;BGS_072;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_072.png;;;;
Captain Bonerender;Bonerender;Undead;Pirate;Undead;Pirate;5;6;6;After you summon a different minion in combat, summon an extra copy of it.;12;12;After you summon a different minion in combat, summon two extra copies of it.;;;;;;;;;;;;BG31_840;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_840.png;;;1;
Carbonic Copy;CC;Elemental;;Elemental;;5;6;7;Start of Combat: Summon a copy of this minion.;12;14;Start of Combat: Summon two copies of this minion.;;;;;;;;;;;;BG27_503;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_503.png;;;;
Catacomb Crasher;Crasher;Undead;;Undead;;5;5;10;Whenever you would summon a minion that doesn't fit in your warband, give your minions +1/+1 permanently.;10;20;Whenever you would summon a minion that doesn't fit in your warband, give your minions +2/+2 permanently.;;;;;;;;;;;;BG30_129;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_129.png;;;1;
Champion of the Primus;Champion;Undead;;Undead;;5;3;13;Avenge (3): Your Undead have +1 Attack this game (wherever they are).;6;26;Avenge (3): Your Undead have +2 Attack this game (wherever they are).;;;;;;;;;1;;;BG27_029;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_029.png;;;1;
Charging Czarina;Czarina;Mech;;Mech;;5;6;3;Divine Shield. Whenever you cast a Tavern spell, give your minions with Divine Shield +3 Attack.;12;6;Divine Shield. Whenever you cast a Tavern spell, give your minions with Divine Shield +6 Attack.;;;;;1;;;;;;;BG28_741;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_741.png;;;1;
Chronormu;Chrono;Dragon;;Dragon;;5;6;6;While this is in Bob's Tavern, gain the stats of any minions sold.;12;12;While this is in Bob's Tavern, gain twice the stats of any minions sold.;;;;;;;;;;;;BG25_104;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_104.png;;;;
Coast Guard;Coast;;;Pirate;;5;4;4;When you sell this, Refresh the Tavern with Pirates, then steal one.;8;8;When you sell this, Refresh the Tavern with Pirates, then steal two.;;;;;;;;;;;;BG31_827;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_827.png;;;1;
Cruise Controller;Controller;Pirate;;Pirate;;5;7;3;Deathrattle: For the rest of this combat, after you summon a Pirate, give it +5 Attack.;14;6;Deathrattle: For the rest of this combat, after you summon a Pirate, give it +10 Attack.;;;1;;;;;;;;;BG31_821;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_821.png;;;1;
Cyborg Drake;Cyborg;Mech;Dragon;Mech;Dragon;5;3;10;Divine Shield Your Divine Shield minions have +6 Attack.;6;20;Divine Shield Your Divine Shield minions have +12 Attack.;;;;;1;;;;;;;BG25_043;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_043.png;;;1;
Daggerspine Thrasher;Thrasher;Naga;;Naga;;5;4;8;Whenever you cast a spell, gain Divine Shield, Windfury, or Venomous until next turn.;8;16;Whenever you cast a spell, gain Divine Shield, Windfury, or Venomous.;;;;;;;;;;;;BG27_024;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_024.png;;;1;
Dancing Barnstormer;Barnstormer;Elemental;;Elemental;;5;5;4;Battlecry and Deathrattle: Elementals in the Tavern have +2/+2 this game.;10;8;Battlecry and Deathrattle: Elementals in the Tavern have +4/+4 this game.;;1;1;;;;;;;;;BG26_162;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_162.png;;;1;
Darkcrest Strategist;Strategist;Naga;;Naga;;5;4;5;Spellcraft: Get a random Tier 1 Naga. (Upgrades each turn!);8;10;Spellcraft: Get two random Tier 1 Naga. (Upgrades each turn!);;;;;;;;;;;1;BG31_920;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_920.png;;;1;
Disco Shuffler;Shuffler;Dragon;;Dragon;;5;4;3;"Choose One – Trigger a friendly minion's Battlecry; or Discover a Battlecry minion.";8;6;"Choose One – Trigger a friendly minion's Battlecry; or Discover 2 Battlecry minions.";;;;;;;;;;;;BG26_355;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_355.png;;;;
Dr. Boombox;Boombox;Mech;;Mech;;5;7;1;Deathrattle: Deal 7 damage to the 2 nearest enemy minions.;14;2;Deathrattle: Deal 14 damage to the 2 nearest enemy minions.;;;1;;;;;;;;;BG25_165;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_165.png;Ramzy Kamen;;;
Draconic Deathscale;Deathscale;Naga;Dragon;Naga;Dragon;5;8;3;Spellcraft: Trigger a friendly minion's Battlecry.;16;6;Spellcraft: Trigger a friendly minion's Battlecry.;;;;;;;;;;;1;BG29_870;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_870.png;;;;
Drakkari Enchanter;Enchanter;;;All;;5;1;5;Your end of turn effects trigger twice.;2;10;Your end of turn effects trigger three times.;;;;;;;;;;;;BG26_ICC_901;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_ICC_901.png;;;1;
Dual-Wield Corsair;Corsair;Pirate;;Pirate;;5;3;5;Whenever you spend 5 Gold, give two friendly Pirates +4/+4. (5 Gold left!);6;10;Whenever you spend 5 Gold, give two friendly Pirates +8/+8. (5 Gold left!);;;;;;;;;;;;BG31_824;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_824.png;;;1;
Felboar;Felboar;Demon;Quilboar;Demon;Quilboar;5;2;6;After you cast 2 spells, consume a minion in the Tavern to gain its stats. (3 left!);4;12;After you cast 2 spells, consume a minion in the Tavern to gain double its stats. (2 left!);;;;;;;;;;;;BG28_633;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_633.png;;;;
Flourishing Frostling;Frostling;Elemental;;Elemental;;5;2;1;Has +2/+1 for each Elemental you've played this game (wherever this is).;4;2;Has +4/+2 for each Elemental you've played this game (wherever this is).;;;;;;;;;;;;BG26_537;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_537.png;;;;
Friend of a Friend;Friend;;;All;;5;5;6;When you sell this, Discover a Buddy.;10;12;When you sell this, Discover 2 Buddies.;;;;;;;;;;;;BG22_404;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG22_404.png;;;;
Furious Driver;Driver;Demon;;Demon;;5;3;3;Battlecry: Your other Demons each consume a minion in the Tavern to gain its stats.;6;6;Battlecry: Your other Demons each consume a minion in the Tavern to gain double its stats.;;1;;;;;;;;;;BG31_874;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_874.png;;;1;
General Drakkisath;Drakkisath;Dragon;;Dragon;;5;2;8;Battlecry: Get a 2/1 Smolderwing with "Battlecry: Give a Dragon +5 Attack.";4;16;Battlecry: Get two 2/1 Smolderwings with "Battlecry: Give a Dragon +5 Attack.";;1;;;;;;;;;;BG25_309;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_309.png;;;1;
Glowscale;Glowscale;Naga;;Naga;;5;4;6;Taunt Spellcraft: Give a minion Divine Shield until next turn.;8;12;Taunt Spellcraft: Give a minion Divine Shield until next turn.;;;;1;;;;;;;1;BG23_008;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_008.png;;;1;
Gusty Trumpeter;Trumpeter;Elemental;;Elemental;;5;6;7;After you sell 5 Elementals, get another random Elemental. (5 left!);12;14;After you sell 5 Elementals, get two other random Elementals. (5 left!);;;;;;;;;;;;BG26_534;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_534.png;BOSi Studio;;;
Holo Rover;Rover;Mech;;Mech;;5;4;8;Whenever this attacks, get a random Magnetic Mech.;8;16;Whenever this attacks, get 2 random Magnetic Mechs.;;;;;1;;;;;;;BG31_175;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_175.png;;;1;
Hot-Air Surveyor;Surveyor;Quilboar;;Quilboar;;5;5;8;Blood Gems played from your hand cast an extra time.;10;16;Blood Gems played from your hand cast 2 extra times.;;;;;;;;;;;;BG30_121;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_121.png;;;;
Hungering Abomination;Abomination;Undead;;Undead;;5;4;5;Avenge (1): Gain +1/+2 permanently.;8;10;Avenge (1): Gain +2/+4 permanently.;;;;;;;;;1;;;BG25_014;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_014.png;;;;
Hunter of Gatherers;Hunter;Dragon;;Dragon;;5;3;5;Whenever this gains Attack, give your minions +2 Health.;6;10;Whenever this gains Attack, give your minions +4 Health.;;;;;;;;;;;;BG25_027;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_027.png;;;1;
Insatiable Ur'zul;Ur'zul;Demon;;Demon;;5;4;6;Taunt. After you play a Demon, consume a minion in Bob's Tavern to gain its stats.;8;12;Taunt. After you play a Demon, consume a minion in Bob's Tavern to gain double its stats.;;;;1;;;;;;;;BG21_004;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_004.png;;;;
Interrogator Whitemane;Whitemane;;;All;;5;8;5;Start of Combat: Give an enemy minion from Tier 5 or higher Taunt. It takes double damage this combat.;16;10;Start of Combat: Give two enemy minions from Tier 5 or higher Taunt. They take double damage this combat.;;;;;;;;;;;;BG24_704;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_704.png;;;1;
Iridescent Skyblazer;Skyblazer;Beast;;Beast;;5;3;7;Whenever a friendly Beast takes damage, give a friendly Beast other than it +2/+1 permanently.;6;14;Whenever a friendly Beast takes damage, give a friendly Beast other than it +4/+2 permanently.;;;;;;;;;;;;BG29_806;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_806.png;;;;
Kangor's Apprentice;Kangor's;;;Mech;;5;3;6;Deathrattle: Summon your first 2 Mechs that died this combat.;6;12;Deathrattle: Summon your first 4 Mechs that died this combat.;;;1;;;;;;;;;BGS_012;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_012.png;;;1;
Karmic Chameleon;Chameleon;Beast;;Beast;;5;4;6;Avenge (5): Transform into a copy if the minion to the left of this.;8;12;Avenge (5): Transform into a Golden copy if the minion to the left of this.;;;;;;;;;1;;;BG31_802;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_802.png;;;1;
King Bagurgle;Bagurgle;Murloc;;Murloc;;5;6;3;Battlecry: Give your other Murlocs +3/+3.;12;6;Battlecry: Give your other Murlocs +6/+6.;;1;;;;;;;;;;BGS_030;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_030.png;;;1;
Leeroy the Reckless;Leeroy;;;All;;5;6;2;Deathrattle: Destroy the minion that killed this.;12;4;Deathrattle: Destroy the minion that killed this.;;;1;;;;;;;;;BG23_318;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_318.png;;;1;
Lightfang Enforcer;Lightfang;;;All;;5;8;8;At the end of your turn, give a friendly minion of each type +4/+4.;16;16;At the end of your turn, give a friendly minion of each type +8/+8.;;;;;;;;;;;;BGS_009;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_009.png;;;;
Lucky Egg;Egg;;;All;;5;2;2;Battlecry: Discover a Golden Tier 3 minion to transform into.;4;4;Battlecry: Discover a Golden Tier 4 minion to transform into.;;1;;;;;;;;;;BG30_104;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_104.png;;;;
Mad Matador;Matador;;;All;;5;0;8;Taunt. When this would take damage, deal it to a random enemy minion instead. (Once per combat.);0;16;Taunt. When this would take damage, deal it to a random enemy minion instead. (Twice per combat.);;;;1;;;;;;;;BG28_404;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_404.png;;;;
Magnanimoose;Magna;Beast;;Beast;;5;5;2;Deathrattle: Summon a copy of a minion from your teammate's warband. Set its Health to 1 (except Magnanimoose).;10;4;Deathrattle: Summon copies of 2 minions from your teammate's warband. Set their Health to 1 (except Magnanimoose).;;;1;;;;;;;;;BGDUO_105;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_105.png;;;1;1
Man'ari Messenger;Messenger;Demon;;Demon;;5;8;5;Battlecry: Minions in your team's Taverns have +1/+1 this game.;16;10;Battlecry: Minions in your team's Taverns have +2/+2 this game.;;1;;;;;;;;;;BGDUO_121;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_121.png;;;1;1
Mannoroth;Mannoroth;Undead;Demon;Undead;Demon;5;1;10;Venomous. After this kills a minion and survives, gain its maximum stats. (Once per combat).;2;20;Venomous. After this kills a minion and survives, gain its maximum stats. (Twice per combat).;;;;;;;1;;;;;BG27_507;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_507.png;;;;
Marine Matriarch;Matriarch;Elemental;;Elemental;;5;3;9;Whenever this takes damage, get a random Tavern spell. (3 times per combat.);6;18;Whenever this takes damage, get two random Tavern spells. (3 times per combat.);;;;;;;;;;;;BG29_610;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_610.png;;;;
